BVP,TEMP,ACC_x,ACC_y,ACC_z
8.556881,31.937756,-56.000000,32.000000,14.000000
11.437041,31.944792,-56.000000,34.000000,13.000000
14.019475,31.956251,-52.000000,33.000000,15.000000
14.813374,31.971266,-54.000000,32.000000,14.000000
13.208409,31.959637,-56.000000,32.000000,13.000000
9.006081,31.951462,-51.000000,31.000000,15.000000
1.368513,31.947514,-54.000000,31.000000,18.000000
-10.778846,31.948132,-53.000000,31.000000,15.000000
-26.627096,31.953299,-55.000000,30.000000,15.000000
-41.091892,31.962698,-55.000000,33.000000,14.000000
-46.934635,31.975695,-53.000000,30.000000,15.000000
-42.728878,31.991278,-55.000000,31.000000,15.000000
-36.316334,31.979191,-53.000000,33.000000,14.000000
-35.903614,31.969572,-56.000000,32.000000,16.000000
-40.613003,31.963326,-54.000000,32.000000,15.000000
-44.317417,31.960997,-55.000000,31.000000,13.000000
-43.480213,31.962828,-53.000000,32.000000,15.000000
-36.713039,31.968790,-56.000000,31.000000,13.000000
-22.962467,31.978527,-57.000000,28.000000,11.000000
-4.309422,31.991278,-53.000000,33.000000,16.000000
